关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲,经度,纬度
10,98.0,12262.3,简,79.92,2008.0,2.0,1.0,龙畔金泉五期K3区$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,0,0,0,121.6308499855668,39.01477411209362
21,108.0,12822.0,精,84.23,1995.0,2.0,1.0,万达高层$,西岗,北京公园$,塔楼$,钢混,0.25,2.0,8.0,70.0,平层,0,1,1,0,1,1,0,0,1,0,121.62139603871869,38.92388410689923
16,106.0,9814.8,精,108.0,2011.0,3.0,1.0,华邦俪城$,金州,桃园$,板楼$,钢混,0.4,2.0,5.0,0.0,平层,0,1,1,1,1,0,0,0,1,0,121.64526159069392,38.92601647471342
41,86.8,10568.6,精,82.13,2009.0,2.0,1.0,开建阳光馨苑$,开发区,安盛$,塔楼$,钢混,0.2857142857142857,2.0,7.0,50.0,平层,0,1,1,1,0,0,0,0,1,0,121.78505338429109,39.064827378862056
30,85.0,16732.3,精,50.8,2012.0,1.0,0.0,MINI印象$,高新园区,高新园区$,塔楼$,钢混,0.14634146341463414,6.0,41.0,70.0,平层,0,1,0,0,0,1,1,0,1,0,121.53094001196717,38.86464631837938
8,81.0,11727.2,简,69.07,2002.0,2.0,1.0,泡崖四区$,甘井子,泡崖四区$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,1,1,1,121.551523014575,38.97730224450665
15,66.0,17993.5,简,36.68,2003.0,1.0,1.0,76中学桥南$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,1,1,1,0,0,1,1,121.60264031797585,39.01739976086333
10,86.3,10560.5,精,81.72,2008.0,2.0,1.0,城润万家$,开发区,城润$,板楼$,钢混,0.6666666666666666,2.0,3.0,50.0,平层,0,0,1,1,1,0,0,0,1,0,121.75486958883346,39.060070069002506
12,88.5,17032.3,精,51.96,2006.0,2.0,1.0,兴达福山居$,甘井子,西山水库$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.53884662398114,38.93557699856332
35,86.0,7889.9,简,109.0,1996.0,2.0,2.0,翠竹小区$,开发区,红梅翠竹$,板楼$,砖混,0.5,1.0,2.0,0.0,平层,0,0,0,0,1,1,0,0,0,0,121.76732303886416,39.04929915336094
36,91.8,17366.6,精,52.86,2009.0,1.0,1.0,大华御庭$,沙河口,星海人家商圈$,板楼$,钢混,0.14285714285714285,2.0,14.0,70.0,平层,0,0,0,0,1,0,0,0,1,1,121.57885863090473,38.90285226015161
10,82.0,11240.6,精,72.95,2014.0,2.0,2.0,青国青城$,开发区,金湾新城$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,0,1,1,1,1,0,0,0,0,121.86682433286353,39.075630167032045
15,50.0,12696.8,简,39.38,2011.0,1.0,1.0,万国宫馆三期$,开发区,红梅翠竹$,板楼$,钢混,0.14285714285714285,3.0,21.0,50.0,平层,0,0,1,0,1,1,1,0,1,0,121.7617718872025,39.045444857174694
14,116.9,15261.1,精,76.6,2014.0,2.0,1.0,欧尚广场$,甘井子,泉水龙畔金泉$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,1,1,0,0,1,1,121.63819029141438,39.01590062557051
65,114.8,9566.7,精,120.0,2012.0,3.0,1.0,远洋时代城一期$,开发区,高城山$,板塔结合$,框架,0.6666666666666666,2.0,3.0,50.0,平层,0,0,0,0,1,0,0,1,1,1,121.8309805057266,39.1010604143205
70,107.8,12606.7,简,85.51,2003.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,1,0,1,121.52588921557629,38.97887829733051
34,193.0,21373.2,精,90.3,2003.0,2.0,1.0,新华绿洲$,甘井子,大纺$,板塔结合$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,1,0,121.59540013366721,38.95377763433345
37,170.0,28547.4,简,59.55,1995.0,2.0,1.0,79中永平$,沙河口,中山公园$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,99.54749489993098,25.470206483299727
48,100.0,9962.1,精,100.38,2005.0,2.0,2.0,东城天下$,开发区,东城$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,1,0,1,1,0,0,1,0,121.84724109218661,39.07191843110481
51,198.0,14497.0,毛,136.58,2014.0,2.0,2.0,百年港湾$,西岗,香炉礁$,板楼$,钢混,0.6666666666666666,2.0,3.0,0.0,平层,0,1,0,0,0,0,0,0,0,0,121.6156459177764,38.93615116378037
22,67.0,11943.0,简,56.1,1994.0,2.0,0.0,秀月广场$,中山,秀月$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,0,0
43,84.0,9611.0,精,87.4,2004.0,2.0,2.0,恒达花园$,金州,金华$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.71598901476749,39.11770952321311
44,42.5,10869.6,简,39.1,2003.0,1.0,0.0,泡崖美林园$,甘井子,美林园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.52613172752159,38.9796547015976
86,166.0,18964.9,精,87.53,2012.0,2.0,2.0,大有文园$,高新园区,凌水$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,1,0,1,1,1,121.52000820433474,38.89116871167808
13,105.5,21386.6,简,49.33,2000.0,2.0,1.0,秀月小区$,中山,秀月$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,1,0,121.6649996875628,38.89043584977458
22,78.5,13990.4,简,56.11,2009.0,1.0,1.0,新星绿城五期$,甘井子,机场乐购$,板楼$,钢,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,1,121.51673677778615,38.96564202280645
17,57.5,12034.3,简,47.78,1998.0,1.0,1.0,绿波小区$,沙河口,绿波$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,1,0,1,121.57310745175856,38.94185977123153
42,150.0,16681.5,简,89.92,2006.0,3.0,1.0,万福居$,甘井子,鹏辉$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.6048772091873,38.966315363716404
5,148.0,17027.2,精,86.92,2013.0,2.0,2.0,亿达春田晴湾$,甘井子,生态新城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,0,1,0,0,0,0,1,121.45820691153742,38.98453277924295
88,320.0,23928.8,精,133.73,2008.0,2.0,2.0,尚品南山$,中山,武昌街$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,1,1,121.65905757358048,38.912411827514525
4,69.0,9969.7,简,69.21,2004.0,2.0,2.0,高祥里$,开发区,高城山$,板楼$,钢混,0.5,1.0,2.0,0.0,平层,0,0,0,0,0,0,0,0,0,0,121.8319743181801,39.07313723006522
35,158.0,20675.2,毛,76.42,2018.0,2.0,2.0,招商海德公园$,甘井子,南关岭$,板楼$,钢混,8.0,16.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,0,121.58060398551058,39.0305891012445
7,67.0,12884.6,精,52.0,1989.0,2.0,1.0,刘家桥$,沙河口,春柳$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.5771788364316,38.9514294603593
19,120.0,12358.4,精,97.1,2010.0,3.0,1.0,连大文润金宸一二期$,金州,连大$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.71523363774891,39.10694107308622
19,120.0,12358.4,精,97.1,2010.0,3.0,1.0,连大文润金宸一二期$,金州,连大$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.71523363774891,39.10694107308622
22,148.0,11196.0,简,132.19,1999.0,3.0,2.0,桃花源小区$,西岗,八一路$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,0,0,121.64733675547286,38.894641227069435
16,88.0,16707.8,简,52.67,2000.0,1.0,1.0,大连门小区$,甘井子,周水子$,板楼$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.57494149067757,38.954990855329775
20,43.0,9279.2,精,46.34,1997.0,2.0,1.0,七星广场$,甘井子,甘井子$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,0,0,1,1,0,1,1,0,121.65065486695882,38.981126837514196
29,285.0,17506.1,精,162.8,2014.0,3.0,2.0,亿达普罗旺斯二期$,高新园区,普罗旺斯$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.49345999680148,38.858402104460424
82,139.0,18903.8,简,73.53,2008.0,2.0,1.0,中城公园里$,沙河口,南沙$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,0,0,0,0,1,121.56577672903417,38.905384807572275
40,119.0,15936.8,精,74.67,2010.0,3.0,1.0,岭秀滨城悦和东园$,甘井子,生态新城$,板楼$,钢混,0.5,1.0,2.0,70.0,跃层,0,0,0,0,0,0,0,0,0,0,121.50634114356008,38.98356984099226
22,125.0,11895.7,毛,105.08,2012.0,2.0,1.0,万科溪之谷$,甘井子,溪之谷$,板楼$,钢混,0.5,2.0,4.0,70.0,跃层,0,0,0,0,1,0,0,0,1,1,121.48045379064472,38.91483322778244
41,249.0,22240.1,简,111.96,2004.0,3.0,1.0,亿达国际新城$,高新园区,软件园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.557134088604,38.89246409014974
26,102.0,16111.2,简,63.31,2004.0,2.0,1.0,千山心城$,甘井子,山东路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.57869821060844,38.98266707097553
44,133.0,14210.9,简,93.59,2002.0,2.0,1.0,景润二期$,西岗,北京公园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,1,1,1,0,0,1,0,121.61730299949303,38.92944109607776
39,318.0,23945.8,毛,132.8,2018.0,3.0,2.0,青云天下$,中山,青云街$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.65029246716014,38.901627898444445
25,222.0,18391.2,简,120.71,2003.0,3.0,1.0,丽景春天$,沙河口,丽景$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.60436084611234,38.929165827981926
12,109.0,13405.5,精,81.31,2000.0,2.0,2.0,碧浪园一期$,中山,虎滩$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,1,1,0,0,0,0,121.69262484123297,38.89452125888715
50,42.0,8400.0,简,50.0,2004.0,1.0,1.0,振富公寓（胜利桥北商圈）$,西岗,胜利桥北$,板楼$,钢混,0.16666666666666666,3.0,18.0,70.0,平层,0,1,0,1,1,0,0,0,1,0,121.64373846878648,38.93237158183982
14,95.0,20897.5,精,45.46,2009.0,1.0,1.0,中海英伦观邸$,沙河口,绿波$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,1,0,121.56527978373113,38.94229329435486
79,91.8,12644.6,简,72.6,2007.0,2.0,1.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,121.60815043414351,39.01064078507209
5,59.0,8950.2,简,65.92,1995.0,2.0,1.0,石油六闾$,甘井子,甘井子$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,1,1,0,0
2,43.0,7678.6,精,56.0,2010.0,2.0,1.0,自然天城B区$,金州,金纺$,板楼$,钢混,0.21739130434782608,5.0,23.0,70.0,平层,0,0,0,0,1,0,0,0,1,0,121.75759482676757,39.101338010624545
72,99.0,12073.2,简,82.0,2000.0,2.0,1.0,金福小区$,沙河口,辽师$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,1,0,0,1,1,0,121.5745369100454,38.92779688658235
23,66.5,9637.7,精,69.0,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,1,0,0,1,0,121.85916984376554,39.06967041099975
26,69.0,13791.7,精,50.03,2009.0,1.0,1.0,泉水人家幸福里$,甘井子,泉水美域盛景$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,1,1,1,1,0,0,0,1,0,121.61858101874208,39.0029950827175
2,52.8,10788.7,精,48.94,2003.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,跃层,0,1,1,0,1,1,0,1,0,0,121.52588921557629,38.97887829733051
47,129.8,25825.7,精,50.26,1990.0,2.0,1.0,实验小学同庆街$,西岗,英华街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,0,0,0,0,0,121.63276764235592,38.92099892000092
27,118.0,13442.7,精,87.78,2014.0,2.0,2.0,华润海中国四期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,1,0,121.75727920982158,39.04282909035126
9,105.0,16153.8,精,65.0,2009.0,2.0,1.0,谷歌里$,高新园区,七贤岭$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.51562137339374,38.85839051485851
28,260.0,25992.2,精,100.03,1996.0,2.0,2.0,丰源山庄$,西岗,唐山街$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,0,121.63115426499897,38.91214203570834
16,172.0,17349.2,精,99.14,2007.0,2.0,2.0,北府花园$,甘井子,华南$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.59633793946708,38.99865144825679
15,66.5,12768.8,精,52.08,1993.0,2.0,1.0,经二街$,甘井子,金三角$,塔楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.59707569352817,38.982282860803515
18,70.0,8101.9,精,86.4,2003.0,2.0,1.0,湾里南小区$,开发区,金湾新城$,板楼$,钢混,0.4,2.0,5.0,0.0,平层,0,0,0,0,0,0,0,0,0,0,121.85916984376554,39.06967041099975
19,130.0,12621.4,简,103.0,1995.0,3.0,1.0,新河街$,西岗,新起屯$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.6444646661472,38.89081450965303
31,196.0,14411.8,精,136.0,2009.0,3.0,2.0,泉水人家幸福里$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,1.0,2.0,70.0,复式,0,0,1,1,1,0,0,0,0,0,121.61858101874208,39.0029950827175
8,75.8,12730.9,精,59.54,1990.0,2.0,1.0,刘家桥$,沙河口,春柳$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.5771788364316,38.9514294603593
10,74.0,8983.9,精,82.37,2009.0,2.0,2.0,悦泰山里$,金州,古城汇金$,板楼$,钢混,0.5,1.0,2.0,70.0,跃层,0,1,0,0,0,0,0,0,0,0,121.72524270775808,39.13082439730612
39,79.8,11348.1,简,70.32,1998.0,2.0,2.0,桃山小区$,沙河口,南沙$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.57185447367391,38.90203187667108
13,160.0,19789.7,精,80.85,2008.0,2.0,2.0,鼎新鼎云都$,甘井子,促进路$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,1,0,0,1,121.57942504935929,38.95708492683659
14,110.0,14935.5,精,73.65,2004.0,2.0,1.0,叠翠骏景$,甘井子,叠翠$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,1,1,121.54599425048326,38.92190543183453
10,53.0,12655.2,精,41.88,1999.0,2.0,1.0,泡崖一区$,甘井子,泡崖市场$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.56775147942658,38.97882778218294
43,42.0,11666.7,简,36.0,1993.0,1.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,1,0,1,1,121.59007102695813,38.933812737033655
12,188.0,19425.5,简,96.78,2009.0,2.0,2.0,金寓花园三期$,甘井子,机场$,板楼$,钢,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,0,1,0,121.55642880199895,38.95835407975432
20,170.0,18909.9,精,89.9,2009.0,2.0,2.0,龙畔锦城$,西岗,北京公园$,板楼$,钢混,0.4,2.0,5.0,70.0,平层,0,1,1,0,1,0,0,0,0,0,121.61498923399098,38.92763470697088
14,97.0,13108.1,简,74.0,2001.0,2.0,1.0,锦华中园$,沙河口,锦华$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,1,1,121.5484699714857,38.946717449071095
4,137.0,15133.1,精,90.53,2017.0,2.0,2.0,华润海中国七期$,开发区,华润海中国$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.76258999199655,39.03904708611958
8,115.0,14369.6,精,80.03,2015.0,2.0,1.0,益丰乾城$,甘井子,前关$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,0,1,0,0,0,0,0,0,0,121.66255549888037,39.04738966165137
17,62.0,8504.8,简,72.9,2003.0,2.0,1.0,格林小镇$,开发区,东山$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,0,0,0,0,0,0,121.82146722310463,39.05085959481709
11,72.0,9863.0,简,73.0,1996.0,2.0,1.0,青松北里$,开发区,红梅翠竹$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,1,1,1,1,0,0,1,0,121.7647673300442,39.04903091553647
16,119.0,14957.3,精,79.56,2016.0,2.0,1.0,金地檀境$,甘井子,前关$,板楼$,钢混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.66088216052893,39.041183728376204
26,155.0,19747.7,精,78.49,2015.0,2.0,1.0,中铁诺德滨海花园$,高新园区,七贤岭$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.5131418229149,38.86371427439674
27,56.8,8699.6,简,65.29,2011.0,2.0,1.0,金州福佳新天地广场$,金州,光明$,塔楼$,钢混,0.2222222222222222,2.0,9.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.71831493883461,39.10140445231391
10,57.0,9586.3,简,59.46,1990.0,2.0,1.0,文体街$,甘井子,甘井子$,板楼$,钢混,0.14285714285714285,1.0,7.0,70.0,平层,0,0,0,0,1,0,0,0,0,0,121.63171437824715,38.979931914107645
15,44.5,10595.2,简,42.0,1988.0,2.0,1.0,新街$,甘井子,甘井子$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,121.59193700782447,38.920490093452365
86,115.0,14445.4,简,79.61,2000.0,2.0,2.0,西关街$,沙河口,辽师$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,1,0,0,121.57746923524702,38.92612006409526
20,170.0,17688.1,精,96.11,2009.0,2.0,1.0,机车佳苑$,沙河口,丽景$,板楼$,钢混,0.16666666666666666,1.0,6.0,70.0,平层,0,1,0,0,1,1,0,0,0,0,121.59331705391843,38.93090167957191
33,203.0,23336.0,精,86.99,2016.0,2.0,2.0,三鼎春天B区$,甘井子,第五郡$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.52773970157088,38.95157664728067
71,258.0,16125.0,简,160.0,2004.0,3.0,2.0,海王府现代城$,中山,中南$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,1,0,0,0,0,1,121.68448591124465,38.90006973230754
35,176.0,23614.7,精,74.53,1998.0,2.0,1.0,双语学校$,高新园区,软件园$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,0,0,0
9,100.0,13550.1,精,73.8,2016.0,2.0,2.0,中海凤凰熙岸$,甘井子,甘井子其它$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,1,0,121.44267622166021,38.99882699481407
14,238.0,26174.0,精,90.93,2012.0,2.0,2.0,第五郡三号地$,甘井子,第五郡$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,1,0,1,1,121.53679596138329,38.95708310315421
14,49.3,11101.1,简,44.41,1995.0,2.0,0.0,南石巷$,西岗,石道街$,板楼$,钢混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,1,1,121.63000508162447,38.89600387782548
35,44.5,12581.3,简,35.37,1990.0,1.0,1.0,中南路$,中山,中南$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,0,1,0,1,1,0,0,1,0,121.67700561077149,38.91149759691359
70,73.0,14971.3,简,48.76,2003.0,1.0,1.0,福佳新天地$,沙河口,西安路$,塔楼$,钢混,0.5,4.0,8.0,70.0,跃层,0,1,1,0,0,0,0,0,0,0,121.5948084863024,38.92282361808862
6,183.0,16490.9,精,110.97,2014.0,2.0,2.0,亿达普罗旺斯二期$,高新园区,普罗旺斯$,板楼$,钢混,0.6666666666666666,2.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.49345999680148,38.858402104460424
5,70.0,9946.0,精,70.38,2000.0,2.0,1.0,欣家园二期$,甘井子,前关$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.66258720906487,39.038912991603475
12,112.0,15001.3,精,74.66,2012.0,2.0,2.0,万科魅力之城$,甘井子,魅力之城$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,1,121.52256275973045,38.996118699254794
62,128.0,12190.5,精,105.0,1996.0,2.0,2.0,桃花源小区$,西岗,八一路$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,121.64733675547286,38.894641227069435
11,88.0,16096.6,简,54.67,1990.0,2.0,1.0,76中学桥南$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,1,1,0,0,0,1,121.60264031797585,39.01739976086333
27,95.5,11853.0,精,80.57,2007.0,2.0,1.0,锦泉源D3区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,1,1,1,0,0,0,1,121.60815043414351,39.01064078507209
70,89.5,15037.0,毛,59.52,2000.0,2.0,1.0,理工园$,高新园区,庙岭$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,1,1,1,121.5329251979747,38.89194873153084
14,75.0,10135.1,精,74.0,2011.0,2.0,1.0,岭湾峰尚一期$,开发区,杏花里$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.80249901088834,39.07696409586286
22,35.0,10382.7,简,33.71,2000.0,1.0,1.0,学府林居$,中山,武昌街$,板塔结合$,砖混,0.038461538461538464,1.0,26.0,70.0,复式,0,0,0,0,0,0,0,0,0,0,121.6541181634796,38.9148985285611
48,107.0,12792.9,精,83.64,2017.0,2.0,1.0,依云溪谷$,甘井子,溪之谷$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,1,0,0,1,1,121.48418043800203,38.92113328132571
8,80.0,15952.1,精,50.15,2013.0,1.0,1.0,枫丹丽城$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,0,1,1,0,0,0,0,1,121.62052248511873,39.01016428270067
11,186.0,19982.8,精,93.08,2014.0,2.0,2.0,香周首府$,西岗,香炉礁$,板楼$,钢混,4.0,8.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.60064796618528,38.943134126193925
6,81.0,11020.4,精,73.5,2012.0,2.0,2.0,知润山$,开发区,高城山$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.82034901330414,39.08552043901178
11,123.0,19561.1,简,62.88,1998.0,2.0,1.0,21中天兴花园一期$,沙河口,中山公园$,板楼$,钢混,0.3,3.0,10.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.60617164676614,38.915194673295254
58,97.0,14074.3,精,68.92,2000.0,2.0,1.0,前程街$,甘井子,马栏$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.5546274793666,38.93222264581343
9,78.0,13928.6,简,56.0,1989.0,2.0,1.0,千山路$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,0,121.58814421643585,38.98528697769128
12,74.8,24891.8,简,30.05,1965.0,1.0,0.0,金四街$,甘井子,金三角$,板楼$,砖混,0.05,1.0,20.0,70.0,平层,0,1,1,1,1,1,0,0,0,0,121.60344726581546,38.974529429148866
6,116.8,14507.5,精,80.51,2010.0,2.0,1.0,和合美家$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,1,0,1,0,1,121.54986902572423,38.98768238597263
11,69.0,6400.7,精,107.8,1998.0,3.0,2.0,岗盛里小区$,开发区,东山$,板楼$,砖混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,1,0,1,0,0,0,0,0,121.80501357102783,39.04299222448448
51,115.0,10177.0,精,113.0,2000.0,3.0,2.0,泡崖七区$,甘井子,泡崖市场$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,121.56608835660542,38.9835870809834
106,53.0,11717.9,精,45.23,1995.0,1.0,1.0,交通大学$,沙河口,辽师$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,1,0,0,1,1,0,121.58092245816982,38.91733022296403
41,535.0,24369.1,精,219.54,2015.0,4.0,2.0,中庚当代艺术$,中山,华乐$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,1,1,0,0,0,0,0,0,0,0,121.69996089180735,38.9271405089901
53,77.0,8920.3,毛,86.32,2016.0,2.0,2.0,一河两公园$,开发区,高城山$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,1,0,0
10,105.0,16074.7,精,65.32,2005.0,2.0,1.0,奥林园$,甘井子,泉水美域盛景$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.60508603647258,39.006310012254744
3,41.0,6119.4,简,67.0,1997.0,2.0,1.0,古城甲区$,金州,古城汇金$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,0,0,121.72508981975352,39.11499770792852
